pregunta_id,pregunta,pregunta_name,articulo_id,embeding
5610,¿Quién decide si un conjunto residencial tendrá un Revisor Fiscal?,pregunta 5610,56,
5611,¿Existen restricciones para el Revisor Fiscal en un conjunto residencial?,pregunta 5611,56,
5612,¿A qué artículo del reglamento se refiere el texto?,pregunta 5612,56,
5613,¿Qué otros aspectos relevantes sobre el Revisor Fiscal se pueden encontrar en el Artículo 56?,pregunta 5613,56,
5614,"¿Qué son los ""bienes privados"" en un edificio o conjunto?",pregunta 5614,56,
5615,¿Cuáles son las funciones del Revisor Fiscal en un conjunto?,pregunta 5615,56,
5616,¿Qué consecuencias puede tener la falta de un Revisor Fiscal en un conjunto comercial o mixto?,pregunta 5616,56,
5617,¿Cómo se puede garantizar la independencia y objetividad del Revisor Fiscal?,pregunta 5617,56,
5618,¿Existen mecanismos para la remoción del Revisor Fiscal en caso de incumplimiento de sus funciones?,pregunta 5618,56,
6201,¿Quiénes pueden impugnar las sanciones por incumplimiento de obligaciones no pecuniarias en el régimen de propiedad horizontal?,pregunta 6201,62,
6202,¿Cuál es el plazo para impugnar la sanción?,pregunta 6202,62,
6203,¿Qué procedimiento se debe seguir para impugnar la sanción?,pregunta 6203,62,
6204,¿Qué normas legales regulan el procedimiento de impugnación?,pregunta 6204,62,
6205,¿Qué tipo de sanciones pueden ser impugnadas?,pregunta 6205,62,
6206,¿Qué derechos tienen los moradores no propietarios en el régimen de propiedad horizontal?,pregunta 6206,62,
6207,¿Cómo se garantiza el derecho de defensa de los no propietarios en relación a las sanciones?,pregunta 6207,62,
6208,¿Qué tipo de decisiones pueden afectar a los no propietarios?,pregunta 6208,62,
6209,¿Cómo pueden los no propietarios hacer valer sus derechos ante las autoridades internas del inmueble?,pregunta 6209,62,
6210,¿Qué norma legal derogó el texto subrayado?,pregunta 6210,62,
6211,¿Qué cambios introdujo la derogación del texto subrayado?,pregunta 6211,62,
6212,¿Qué implicaciones tiene la derogación del texto subrayado para los no propietarios?,pregunta 6212,62,
6213,¿Qué aspectos de la sentencia C-318 de 2002 siguen vigentes?,pregunta 6213,62,
6214,¿Qué principios se establecen en la sentencia C-318 de 2002?,pregunta 6214,62,
6215,¿Cómo se relaciona la sentencia C-318 de 2002 con la Ley 1564 de 2012?,pregunta 6215,62,
6216,¿Qué son las obligaciones no pecuniarias en el régimen de propiedad horizontal?,pregunta 6216,62,
6217,¿Qué tipo de sanciones se pueden imponer por incumplimiento de obligaciones no pecuniarias?,pregunta 6217,62,
6218,¿Cómo se define el régimen de propiedad horizontal?,pregunta 6218,62,
6219,¿Cuáles son las principales características del régimen de propiedad horizontal?,pregunta 6219,62,
6401,¿Qué tipo de disposiciones de la ley se aplican a las UIC?,pregunta 6401,64,
6402,¿Cómo se constituyen las UIC?,pregunta 6402,64,
6403,¿Qué porcentaje de propietarios es necesario para solicitar la constitución de una UIC?,pregunta 6403,64,
6404,¿Qué tipo de inmuebles pueden formar parte de una UIC?,pregunta 6404,64,
6405,¿Qué requisitos se deben cumplir para que un conjunto de inmuebles se considere una UIC?,pregunta 6405,64,
6406,¿Qué pasó con el inciso tercero del artículo que definía las UIC?,pregunta 6406,64,
6407,¿Qué implica la declaración de inexequibilidad del inciso tercero por parte de la Corte Constitucional?,pregunta 6407,64,
6408,¿Cómo se relacionan las UIC con el régimen de propiedad horizontal?,pregunta 6408,64,
6409,¿Qué tipo de licencias o permisos se requieren para la constitución de una UIC?,pregunta 6409,64,
6410,¿Qué derechos tienen los propietarios en la constitución de una UIC?,pregunta 6410,64,
6411,¿Qué implica el voto por cada inmueble de propiedad en la constitución de una UIC?,pregunta 6411,64,
6412,¿Qué información relevante sobre las UIC se encuentra en el Concepto del DADEP 4435 de 2010 del Artículo 64?,pregunta 6412,64,
6413,¿Cómo se relaciona este concepto con la constitución de las UIC?,pregunta 6413,64,
6414,¿Qué tipo de aclaraciones o interpretaciones sobre las UIC proporciona el Concepto del DADEP 4435 de 2010 del Artículo 64?,pregunta 6414,64,
6415,¿Qué es una Unidad Inmobiliaria Cerrada (UIC)?,pregunta 6415,64,
6416,¿Cuáles son los beneficios de constituir una UIC?,pregunta 6416,64,
6417,¿Cuáles son los inconvenientes de constituir una UIC?,pregunta 6417,64,
6418,¿Qué tipo de responsabilidades tienen los propietarios de una UIC?,pregunta 6418,64,
6419,¿Cómo se gestiona una UIC?,pregunta 6419,64,
6420,¿Qué tipo de conflictos pueden surgir en relación con las UIC?,pregunta 6420,64,
6421,¿Qué legislación actual regula las UIC en Colombia?,pregunta 6421,64,
